,Outcome,Performance,Performance_numerical,Gates_touched_total,Switches,Objective_switches,Condition,Reaction_time,Corrects,Pos_in_block,Attention,Attention_control,Confidence,trial_idx,subject,date
0,1R,Low,1.0,1.0,0.0,0.0,Observer,2.183382034301758,1.0,0.0,0.9983471348322104,0.0,0.0,1.0,Offenbach,20230301
1,1R,Med,9.0,9.0,1.0,0.0,Actor,1.0658729076385498,-1.0,4.0,0.9999693525093925,0.0,0.0,5.0,Offenbach,20230301
2,1R,Low,5.0,5.0,0.0,0.0,Observer-incongruent,1.2165119647979736,1.0,5.0,0.8780260707635009,0.1280260707635009,0.0,6.0,Offenbach,20230301
3,1R,Low,7.0,7.0,0.0,0.0,Observer,1.3331060409545898,1.0,6.0,0.999980949319573,0.0,0.0,7.0,Offenbach,20230301
4,1R,Low,3.0,3.0,0.0,0.0,Observer,0.9995260238647461,1.0,0.0,0.425395553325874,0.7716607992388875,0.0,13.0,Offenbach,20230301
5,1R,Low,1.0,1.0,0.0,0.0,Actor,1.016308069229126,1.0,1.0,1.0,0.0,0.0,14.0,Offenbach,20230301
6,1R,Low,1.0,1.0,0.0,0.0,Actor,1.1332709789276123,1.0,2.0,0.8040089086859689,0.2093541202672605,0.0,15.0,Offenbach,20230301
7,1R,Low,3.0,3.0,0.0,0.0,Actor,2.132960081100464,1.0,3.0,1.0,0.0,0.0,16.0,Offenbach,20230301
8,1R,Low,3.0,3.0,0.0,0.0,Actor,1.0492360591888428,1.0,4.0,0.98,0.0252173913043478,0.0,17.0,Offenbach,20230301
9,1R,Low,8.0,8.0,0.0,0.0,Actor,1.5823249816894531,1.0,5.0,1.0,0.0,0.0,18.0,Offenbach,20230301
10,1R,Low,7.0,7.0,0.0,0.0,Actor,0.9827802181243896,1.0,6.0,1.0,0.0,0.0,19.0,Offenbach,20230301
11,1R,Low,6.0,6.0,0.0,0.0,Observer,1.050135850906372,1.0,7.0,0.4558212342174961,0.53904434457637,0.0,20.0,Offenbach,20230301
12,1R,Low,1.0,1.0,1.0,0.0,Actor,1.2834947109222412,-1.0,8.0,1.0,0.0,0.0,21.0,Offenbach,20230301
13,1R,Med,11.0,11.0,1.0,1.0,Observer-incongruent,1.1339540481567383,1.0,10.0,0.2713536201469045,0.8295907660020987,0.0,23.0,Offenbach,20230301
14,1R,Med,11.0,11.0,0.0,0.0,Actor-incongruent,1.0665671825408936,1.0,0.0,1.0,0.0074190647482014,0.0,24.0,Offenbach,20230301
15,1R,Low,4.0,4.0,0.0,0.0,Actor,1.967195987701416,1.0,1.0,1.0,0.0,0.0,25.0,Offenbach,20230301
16,1R,Low,6.0,6.0,0.0,0.0,Observer,1.3167595863342285,1.0,2.0,0.8610254014832869,0.1480272896532871,0.0,26.0,Offenbach,20230301
17,1R,Med,10.0,10.0,0.0,0.0,Actor,1.1668200492858887,1.0,3.0,1.0,0.0,0.0,27.0,Offenbach,20230301
18,1R,Low,3.0,3.0,0.0,0.0,Actor,1.0838100910186768,1.0,4.0,0.9999259831323914,0.0,0.0,28.0,Offenbach,20230301
19,1R,Low,1.0,1.0,0.0,0.0,Observer,1.7332267761230469,1.0,5.0,0.9991719067069968,0.0,0.0,29.0,Offenbach,20230301
20,1R,Low,1.0,1.0,0.0,0.0,Actor,1.0833370685577393,1.0,6.0,0.999987298080636,0.0,0.0,30.0,Offenbach,20230301
21,1R,Low,2.0,2.0,0.0,0.0,Observer,1.1678969860076904,1.0,7.0,0.999626237615899,0.0,0.0,31.0,Offenbach,20230301
22,1R,Low,1.0,1.0,1.0,0.0,Observer-incongruent,1.0499351024627686,-1.0,9.0,0.7424892703862661,0.271244635193133,0.0,33.0,Offenbach,20230301
23,1R,Low,2.0,2.0,1.0,0.0,Observer-incongruent,1.0998749732971191,-1.0,10.0,0.7923497267759563,0.221311475409836,0.0,34.0,Offenbach,20230301
24,1R,Low,2.0,2.0,1.0,1.0,Observer-incongruent,1.100438117980957,1.0,11.0,0.6259946949602122,0.5269672855879752,0.0,35.0,Offenbach,20230301
25,1R,Low,2.0,2.0,0.0,0.0,Observer,1.7168776988983154,1.0,0.0,0.7411764705882353,0.2758169934640523,0.0,39.0,Offenbach,20230301
26,1R,Low,3.0,3.0,0.0,0.0,Actor,1.0829167366027832,1.0,2.0,0.999811510945484,0.0,0.0,41.0,Offenbach,20230301
27,1R,Low,2.0,2.0,0.0,0.0,Observer,1.049989938735962,1.0,3.0,0.6685591766285283,0.2559328098031085,0.0,42.0,Offenbach,20230301
28,1R,Low,2.0,2.0,0.0,0.0,Observer,1.1341471672058105,1.0,4.0,0.804177545691906,0.2114882506527415,0.0,43.0,Offenbach,20230301
29,1R,Low,7.0,7.0,0.0,0.0,Observer,1.0491831302642822,1.0,6.0,0.4132508945996851,0.5478917052555645,0.0,45.0,Offenbach,20230301
30,1R,Low,4.0,4.0,0.0,0.0,Observer,1.0505151748657227,1.0,0.0,0.7958170737650625,0.2869129976468778,0.0,48.0,Offenbach,20230301
31,1R,Low,2.0,2.0,0.0,0.0,Actor,1.1501469612121582,1.0,1.0,0.9999832405032686,0.0,0.0,49.0,Offenbach,20230301
32,1R,Low,3.0,3.0,0.0,0.0,Observer,1.1164040565490723,1.0,3.0,0.691429523342145,0.2653016315024887,0.0,51.0,Offenbach,20230301
33,1R,Low,8.0,8.0,0.0,0.0,Actor,1.0836071968078613,1.0,4.0,1.0,0.0,0.0,52.0,Offenbach,20230301
34,1R,Low,4.0,4.0,0.0,0.0,Observer,1.4998137950897217,1.0,5.0,0.8663646659116648,0.0,0.0,53.0,Offenbach,20230301
35,1R,Low,3.0,3.0,0.0,0.0,Observer,1.0163908004760742,1.0,6.0,0.9984527168451096,0.1620096477652046,0.0,54.0,Offenbach,20230301
36,1R,Low,1.0,1.0,0.0,0.0,Observer,1.149482011795044,1.0,7.0,0.9988673351931724,0.0,0.0,55.0,Offenbach,20230301
37,1R,High,12.0,12.0,0.0,0.0,Observer,1.2496261596679688,1.0,8.0,0.6692473605874819,0.4104612900799392,0.0,56.0,Offenbach,20230301
38,1R,Med,9.0,9.0,1.0,0.0,Observer,1.2167019844055176,-1.0,9.0,0.6265465058323012,0.1364150947636926,0.0,57.0,Offenbach,20230301
39,1R,Low,3.0,3.0,1.0,1.0,Observer-incongruent,1.366804838180542,1.0,10.0,0.4989019125771263,0.4467831969260576,0.0,58.0,Offenbach,20230301
40,1R,Low,5.0,5.0,0.0,0.0,Actor-incongruent,1.4339981079101562,1.0,0.0,0.9986062638575935,0.084212783850261,0.0,59.0,Offenbach,20230301
41,1R,Med,9.0,9.0,0.0,0.0,Observer,1.1003170013427734,1.0,1.0,0.2387535524217992,0.6793454806395579,0.0,60.0,Offenbach,20230301
