,Outcome,Performance,Performance_numerical,Gates_touched_total,Switches,Objective_switches,Condition,Reaction_time,Corrects,Pos_in_block,trial_idx,subject,date
0,1R,Low,5.0,5.0,0.0,0.0,self,1.3667409420013428,1.0,0.0,1.0,Offenbach,20230310
1,1R,Low,5.0,5.0,1.0,0.0,self,1.166327714920044,-1.0,1.0,2.0,Offenbach,20230310
2,1R,Low,3.0,3.0,0.0,0.0,self,1.3331859111785889,1.0,4.0,5.0,Offenbach,20230310
3,1R,Low,5.0,5.0,1.0,0.0,self,1.182692050933838,-1.0,5.0,6.0,Offenbach,20230310
4,1R,Low,2.0,2.0,0.0,0.0,self,1.3000550270080566,1.0,7.0,8.0,Offenbach,20230310
5,1R,Low,2.0,2.0,0.0,0.0,self,1.3336570262908936,1.0,8.0,9.0,Offenbach,20230310
6,1R,Low,8.0,8.0,1.0,0.0,self,1.116746187210083,-1.0,9.0,10.0,Offenbach,20230310
7,1R,Low,2.0,2.0,0.0,0.0,self,1.1665756702423096,1.0,12.0,13.0,Offenbach,20230310
8,1R,Low,2.0,2.0,0.0,1.0,self,1.3161609172821045,-1.0,13.0,14.0,Offenbach,20230310
9,1R,Low,5.0,5.0,0.0,0.0,self,0.9999899864196777,1.0,0.0,16.0,Offenbach,20230310
10,1R,Low,2.0,2.0,0.0,0.0,self,1.149543046951294,1.0,1.0,17.0,Offenbach,20230310
11,1R,Low,8.0,8.0,0.0,0.0,self,1.0326118469238281,1.0,2.0,18.0,Offenbach,20230310
12,1R,Med,9.0,9.0,0.0,0.0,self,1.0492231845855713,1.0,3.0,19.0,Offenbach,20230310
13,1R,Low,3.0,3.0,0.0,0.0,self,1.0654399394989014,1.0,7.0,23.0,Offenbach,20230310
14,1R,Low,4.0,4.0,0.0,0.0,self,1.1661391258239746,1.0,8.0,24.0,Offenbach,20230310
15,1R,Low,8.0,8.0,0.0,0.0,self,1.1330509185791016,1.0,9.0,25.0,Offenbach,20230310
16,1R,Low,1.0,1.0,0.0,1.0,self,1.1160659790039062,-1.0,10.0,26.0,Offenbach,20230310
17,1R,Low,6.0,6.0,0.0,0.0,self,0.9826831817626953,1.0,0.0,28.0,Offenbach,20230310
18,1R,Low,5.0,5.0,0.0,0.0,self,1.0333633422851562,1.0,2.0,30.0,Offenbach,20230310
19,1R,Low,5.0,5.0,0.0,0.0,self,1.2992219924926758,1.0,3.0,31.0,Offenbach,20230310
20,1R,Med,11.0,11.0,0.0,0.0,self,1.1821811199188232,1.0,4.0,32.0,Offenbach,20230310
21,1R,Low,6.0,6.0,0.0,0.0,self,1.550060749053955,1.0,5.0,33.0,Offenbach,20230310
22,1R,Low,5.0,5.0,0.0,0.0,self,1.466691017150879,1.0,6.0,34.0,Offenbach,20230310
23,1R,Low,5.0,5.0,1.0,0.0,self,1.183354139328003,-1.0,7.0,35.0,Offenbach,20230310
24,1R,Low,1.0,1.0,0.0,0.0,self,1.1328318119049072,1.0,0.0,40.0,Offenbach,20230310
25,1R,Low,6.0,6.0,0.0,0.0,self,1.1993658542633057,1.0,1.0,41.0,Offenbach,20230310
26,1R,Low,1.0,1.0,0.0,0.0,self,1.0663130283355713,1.0,2.0,42.0,Offenbach,20230310
27,1R,Med,10.0,10.0,0.0,0.0,self,1.1490659713745117,1.0,5.0,45.0,Offenbach,20230310
28,1R,Med,10.0,10.0,0.0,0.0,self,1.1495859622955322,1.0,6.0,46.0,Offenbach,20230310
29,1R,Low,4.0,4.0,0.0,0.0,self,1.0327038764953613,1.0,8.0,48.0,Offenbach,20230310
30,1R,High,12.0,12.0,0.0,0.0,self,1.083207368850708,1.0,0.0,51.0,Offenbach,20230310
31,1R,Low,2.0,2.0,0.0,0.0,self,1.4165971279144287,1.0,4.0,55.0,Offenbach,20230310
32,1R,Low,1.0,1.0,0.0,0.0,self,1.2162189483642578,1.0,5.0,56.0,Offenbach,20230310
33,1R,Low,1.0,1.0,0.0,0.0,self,1.0501210689544678,1.0,6.0,57.0,Offenbach,20230310
34,1R,Low,4.0,4.0,0.0,0.0,self,1.3495087623596191,1.0,7.0,58.0,Offenbach,20230310
35,1R,Low,7.0,7.0,0.0,0.0,self,1.1164298057556152,1.0,8.0,59.0,Offenbach,20230310
36,1R,Low,3.0,3.0,0.0,0.0,self,1.2001159191131592,1.0,9.0,60.0,Offenbach,20230310
37,1R,Low,3.0,3.0,0.0,1.0,self,1.1491870880126953,-1.0,10.0,61.0,Offenbach,20230310
38,1R,Low,3.0,3.0,0.0,0.0,self,0.9832761287689209,1.0,0.0,63.0,Offenbach,20230310
39,1R,Med,11.0,11.0,0.0,0.0,self,1.1662702560424805,1.0,1.0,64.0,Offenbach,20230310
40,1R,Med,10.0,10.0,0.0,0.0,self,1.2330701351165771,1.0,2.0,65.0,Offenbach,20230310
41,1R,Low,2.0,2.0,0.0,0.0,self,1.1166326999664307,1.0,3.0,66.0,Offenbach,20230310
42,1R,Low,1.0,1.0,0.0,0.0,self,1.1159470081329346,1.0,4.0,67.0,Offenbach,20230310
43,1R,Low,7.0,7.0,0.0,0.0,self,1.0158379077911377,1.0,5.0,68.0,Offenbach,20230310
44,1R,Low,3.0,3.0,0.0,0.0,self,0.9996600151062012,1.0,6.0,69.0,Offenbach,20230310
45,1R,Low,4.0,4.0,0.0,0.0,self,1.2329988479614258,1.0,7.0,70.0,Offenbach,20230310
46,1R,Low,1.0,1.0,0.0,0.0,self,1.1331698894500732,1.0,8.0,71.0,Offenbach,20230310
47,1R,Med,11.0,11.0,0.0,1.0,self,1.415710210800171,-1.0,9.0,72.0,Offenbach,20230310
48,1R,Low,5.0,5.0,0.0,0.0,self,1.0844941139221191,1.0,0.0,74.0,Offenbach,20230310
49,1R,Med,10.0,10.0,0.0,0.0,self,1.3335800170898438,1.0,1.0,75.0,Offenbach,20230310
50,1R,Low,3.0,3.0,0.0,0.0,self,1.1830658912658691,1.0,2.0,76.0,Offenbach,20230310
51,1R,Low,4.0,4.0,0.0,0.0,self,1.1820740699768066,1.0,3.0,77.0,Offenbach,20230310
52,1R,Low,2.0,2.0,0.0,0.0,self,1.4161491394042969,1.0,5.0,79.0,Offenbach,20230310
53,1R,Low,1.0,1.0,0.0,0.0,self,1.4993290901184082,1.0,6.0,80.0,Offenbach,20230310
54,1R,Low,2.0,2.0,0.0,0.0,self,1.7163121700286865,1.0,7.0,81.0,Offenbach,20230310
55,1R,Med,9.0,9.0,0.0,0.0,self,1.631978988647461,1.0,8.0,82.0,Offenbach,20230310
56,1R,Low,6.0,6.0,1.0,1.0,self,1.0338420867919922,1.0,9.0,83.0,Offenbach,20230310
57,1R,Low,2.0,2.0,0.0,0.0,self,0.9830882549285889,1.0,0.0,84.0,Offenbach,20230310
58,1R,Med,11.0,11.0,0.0,0.0,self,2.015972137451172,1.0,1.0,85.0,Offenbach,20230310
59,1R,Low,2.0,2.0,0.0,0.0,self,1.316103219985962,1.0,3.0,87.0,Offenbach,20230310
60,1R,Med,10.0,10.0,0.0,0.0,self,0.9838709831237793,1.0,4.0,88.0,Offenbach,20230310
61,1R,Low,1.0,1.0,0.0,0.0,self,1.0487089157104492,1.0,5.0,89.0,Offenbach,20230310
62,1R,Low,5.0,5.0,0.0,0.0,self,1.0829648971557617,1.0,6.0,90.0,Offenbach,20230310
63,1R,Med,9.0,9.0,0.0,0.0,self,2.0655248165130615,1.0,7.0,91.0,Offenbach,20230310
64,1R,Low,4.0,4.0,0.0,1.0,self,1.0663599967956543,-1.0,10.0,94.0,Offenbach,20230310
65,1R,Low,6.0,6.0,0.0,0.0,self,1.0160481929779053,1.0,0.0,98.0,Offenbach,20230310
66,1R,Low,5.0,5.0,0.0,0.0,self,0.9836947917938232,1.0,1.0,99.0,Offenbach,20230310
67,1R,Low,5.0,5.0,0.0,0.0,self,1.433643102645874,1.0,3.0,101.0,Offenbach,20230310
68,1R,Low,3.0,3.0,0.0,0.0,self,0.9830870628356934,1.0,4.0,102.0,Offenbach,20230310
69,1R,Low,3.0,3.0,0.0,0.0,self,0.9998447895050049,1.0,5.0,103.0,Offenbach,20230310
70,1R,Low,3.0,3.0,0.0,0.0,self,1.3831779956817627,1.0,6.0,104.0,Offenbach,20230310
71,1R,Low,2.0,2.0,0.0,0.0,self,1.4328572750091553,1.0,7.0,105.0,Offenbach,20230310
72,1R,Low,2.0,2.0,0.0,0.0,self,2.482778787612915,1.0,8.0,106.0,Offenbach,20230310
73,1R,Med,9.0,9.0,0.0,0.0,self,1.1840479373931885,1.0,9.0,107.0,Offenbach,20230310
74,1R,Low,6.0,6.0,0.0,0.0,self,1.0001060962677002,1.0,10.0,108.0,Offenbach,20230310
75,1R,Low,6.0,6.0,0.0,1.0,self,1.0681898593902588,-1.0,11.0,109.0,Offenbach,20230310
76,1R,Low,6.0,6.0,0.0,0.0,self,1.0167977809906006,1.0,0.0,111.0,Offenbach,20230310
77,1R,Low,3.0,3.0,0.0,0.0,self,1.032343864440918,1.0,1.0,112.0,Offenbach,20230310
78,1R,Low,2.0,2.0,0.0,0.0,self,0.9998540878295898,1.0,2.0,113.0,Offenbach,20230310
